名称,rm型片式厚膜固定电阻器,型号,(J)CL21-160V-0.22μF-K,分类,电容器,生产厂家,成都宏明电子股份有限公司,厂商地域,四川成都,质量等级,J,温度范围,-55～85℃,封装形式,流化包封,额定电压,160V	,标称容量,0.22μF,标称阻值,1.33mΩ	,阻值允许偏差,±1% 
名称,res mo 1/2w 910ohm 5% axl,型号,rsmf12jb910r,分类,氧化膜电阻器,生产厂家,sei,厂商地域,美国,温度范围,-55～200℃,温度特性,±200ppm/℃	,number of terminations,2	,composition,metal oxide film	,features,flame proof; safety,封装形式,axial,额定功耗,0.5W	,封装尺寸,0.091 dia×0.256 l (2.30,标称阻值,910Ω	,阻值允许偏差,±5%		
名称,res mo 3w 22 ohm 5% axial,型号,rsf3jt22r0,分类,氧化膜电阻器,生产厂家,sei,厂商地域,美国,温度范围,-55～235℃,温度特性,±200ppm/℃	,number of terminations,2	,composition,metal oxide film	,features,flame proof; safety,封装形式,axial,额定功耗,3W	,封装尺寸,0.256 dia×0.689 l (6.50,标称阻值,22Ω	,阻值允许偏差,±5%		
名称,res mo 3w 22k ohm 5% axial,型号,rsf3jb22k0,分类,氧化膜电阻器,生产厂家,sei,厂商地域,美国,温度范围,-55～235℃,温度特性,±200ppm/℃	,number of terminations,2	,composition,metal oxide film	,features,flame proof; safety,封装形式,axial,额定功耗,3W	,标称阻值,22kΩ	,封装尺寸,0.256 dia×0.689 l (6.50,阻值允许偏差,±5%		
名称,res mo 3w 2k ohm 5% axial,型号,rsf3jb2k00,分类,氧化膜电阻器,生产厂家,sei,厂商地域,美国,温度范围,-55～235℃,温度特性,±200ppm/℃	,number of terminations,2	,composition,metal oxide film	,features,flame proof; safety,封装形式,axial,额定功耗,3W	,标称阻值,2kΩ	,封装尺寸,0.256 dia×0.689 l (6.50,阻值允许偏差,±5%		
名称,res mo 3w 2k ohm 5% axial,型号,rsf3jt2k00,分类,氧化膜电阻器,生产厂家,sei,厂商地域,美国,温度范围,-55～235℃,温度特性,±200ppm/℃	,number of terminations,2	,composition,metal oxide film	,features,flame proof; safety,封装形式,axial,额定功耗,3W	,标称阻值,2kΩ	,封装尺寸,0.256 dia×0.689 l (6.50,阻值允许偏差,±5%		
名称,res mo 3w 3 ohm 5% axial,型号,rsf3jt3r00,分类,氧化膜电阻器,生产厂家,sei,厂商地域,美国,封装形式,axial,温度范围,-55～235℃,温度特性,±200ppm/℃	,number of terminations,2	,composition,metal oxide film	,features,flame proof; safety,额定功耗,3W	,标称阻值,3Ω	,封装尺寸,0.256 dia×0.689 l (6.50,阻值允许偏差,±5%		
名称,res mo 3w 3.3k ohm 5% axial,型号,rsf3jt3k30,分类,氧化膜电阻器,生产厂家,sei,厂商地域,美国,封装形式,axial,温度范围,-55～235℃,温度特性,±200ppm/℃	,number of terminations,2	,composition,metal oxide film	,features,flame proof; safety,额定功耗,3W	,标称阻值,3.3kΩ	,封装尺寸,0.256 dia×0.689 l (6.50,阻值允许偏差,±5%		
名称,res mo 3w 330 ohm 5% axial,型号,rsf3jb330r,分类,氧化膜电阻器,生产厂家,sei,厂商地域,美国,温度范围,-55～235℃,温度特性,±200ppm/℃	,number of terminations,2	,composition,metal oxide film	,features,flame proof; safety,封装形式,axial,额定功耗,3W	,封装尺寸,0.256 dia×0.689 l (6.50,标称阻值,330Ω	,阻值允许偏差,±5%		
名称,res mo 3w 36k ohm 5% axial,型号,rsf3jt36k0,分类,氧化膜电阻器,生产厂家,sei,厂商地域,美国,温度范围,-55～235℃,温度特性,±200ppm/℃	,number of terminations,2	,composition,metal oxide film	,features,flame proof; safety,封装形式,axial,额定功耗,3W	,封装尺寸,0.256 dia×0.689 l (6.50,标称阻值,36kΩ	,阻值允许偏差,±5%		
名称,res mo 3w 4.7k ohm 5% axial,型号,rsf3jb4k70,分类,氧化膜电阻器,生产厂家,sei,厂商地域,美国,温度范围,-55～235℃,温度特性,±200ppm/℃	,number of terminations,2	,composition,metal oxide film	,features,flame proof; safety,封装形式,axial,额定功耗,3W	,封装尺寸,0.256 dia×0.689 l (6.50,标称阻值,4.7kΩ	,阻值允许偏差,±5%		
名称,res mo 3w 47k ohm 5% axial,型号,rsf3jt47k0,分类,氧化膜电阻器,生产厂家,sei,厂商地域,美国,温度范围,-55～235℃,温度特性,±200ppm/℃	,number of terminations,2	,composition,metal oxide film	,features,flame proof; safety,封装形式,axial,额定功耗,3W	,封装尺寸,0.256 dia×0.689 l (6.50,标称阻值,47kΩ	,阻值允许偏差,±5%		
名称,res mo 3w 5.1k ohm 5% axial,型号,rsf3jt5k10,分类,氧化膜电阻器,生产厂家,sei,厂商地域,美国,封装形式,axial,温度范围,-55～235℃,温度特性,±200ppm/℃	,number of terminations,2	,composition,metal oxide film	,features,flame proof; safety,额定功耗,3W	,标称阻值,5.1kΩ	,封装尺寸,0.256 dia×0.689 l (6.50,阻值允许偏差,±5%		
名称,res mo 1w 100k ohm 5% axial,型号,rsf1ja100k,分类,氧化膜电阻器,生产厂家,sei,厂商地域,美国,封装形式,axial,温度范围,-55～235℃,温度特性,±200ppm/℃	,number of terminations,2	,composition,metal oxide film	,features,flame proof; safety,额定功耗,1W	,标称阻值,100kΩ	,封装尺寸,0.177 dia×0.433 l (4.50,阻值允许偏差,±5%		
名称,res mo 1w 150 ohm 5% axial,型号,rsf1ja150r,分类,氧化膜电阻器,生产厂家,sei,厂商地域,美国,封装形式,axial,温度范围,-55～235℃,温度特性,±200ppm/℃	,number of terminations,2	,composition,metal oxide film	,features,flame proof; safety,额定功耗,1W	,标称阻值,150Ω	,封装尺寸,0.177 dia×0.433 l (4.50,阻值允许偏差,±5%		
名称,res mo 1w 160 ohm 5% axial,型号,rsf1jb160r,分类,氧化膜电阻器,生产厂家,sei,厂商地域,美国,封装形式,axial,温度范围,-55～235℃,温度特性,±200ppm/℃	,number of terminations,2	,composition,metal oxide film	,features,flame proof; safety,额定功耗,1W	,标称阻值,160Ω	,封装尺寸,0.177 dia×0.433 l (4.50,阻值允许偏差,±5%		
名称,res mo 1w 22k ohm 5% axial,型号,rsf1jb22k0,分类,氧化膜电阻器,生产厂家,sei,厂商地域,美国,封装形式,axial,温度范围,-55～235℃,温度特性,±200ppm/℃	,number of terminations,2	,composition,metal oxide film	,features,flame proof; safety,额定功耗,1W	,标称阻值,22kΩ	,封装尺寸,0.177 dia×0.433 l (4.50,阻值允许偏差,±5%		
名称,res mo 1w 2k ohm 5% axial,型号,rsf1jb2k00,分类,氧化膜电阻器,生产厂家,sei,厂商地域,美国,封装形式,axial,温度范围,-55～235℃,温度特性,±200ppm/℃	,number of terminations,2	,composition,metal oxide film	,features,flame proof; safety,额定功耗,1W	,标称阻值,2kΩ	,封装尺寸,0.177 dia×0.433 l (4.50,阻值允许偏差,±5%		
名称,res mo 1w 30 ohm 5% axial,型号,rsf1jb30r0,分类,氧化膜电阻器,生产厂家,sei,厂商地域,美国,封装形式,axial,温度范围,-55～235℃,温度特性,±200ppm/℃	,number of terminations,2	,composition,metal oxide film	,features,flame proof; safety,额定功耗,1W	,标称阻值,30Ω	,封装尺寸,0.177 dia×0.433 l (4.50,阻值允许偏差,±5%		
名称,res mo 1w 330 ohm 5% axial,型号,rsf1jb330r,分类,氧化膜电阻器,生产厂家,sei,厂商地域,美国,温度范围,-55～235℃,温度特性,±200ppm/℃	,number of terminations,2	,composition,metal oxide film	,features,flame proof; safety,封装形式,axial,额定功耗,1W	,标称阻值,330Ω	,封装尺寸,0.177 dia×0.433 l (4.50,阻值允许偏差,±5%		
名称,res mo 1w 33k ohm 5% axial,型号,rsf1jb33k0,分类,氧化膜电阻器,生产厂家,sei,厂商地域,美国,温度范围,-55～235℃,温度特性,±200ppm/℃	,number of terminations,2	,composition,metal oxide film	,features,flame proof; safety,封装形式,axial,额定功耗,1W	,标称阻值,33kΩ	,封装尺寸,0.177 dia×0.433 l (4.50,阻值允许偏差,±5%		
名称,res mo 1w 360 ohm 5% axial,型号,rsf1jb360r,分类,氧化膜电阻器,生产厂家,sei,厂商地域,美国,温度范围,-55～235℃,温度特性,±200ppm/℃	,number of terminations,2	,composition,metal oxide film	,features,flame proof; safety,封装形式,axial,额定功耗,1W	,标称阻值,360Ω	,封装尺寸,0.177 dia×0.433 l (4.50,阻值允许偏差,±5%		
名称,res mo 1w 39 ohm 5% axial,型号,rsf1jb39r0,分类,氧化膜电阻器,生产厂家,sei,厂商地域,美国,封装形式,axial,温度范围,-55～235℃,温度特性,±200ppm/℃	,number of terminations,2	,composition,metal oxide film	,features,flame proof; safety,额定功耗,1W	,标称阻值,39Ω	,封装尺寸,0.177 dia×0.433 l (4.50,阻值允许偏差,±5%		
名称,res mo 1w 4.7 ohm 5% axial,型号,rsf1jb4r70,分类,氧化膜电阻器,生产厂家,sei,厂商地域,美国,温度范围,-55～235℃,温度特性,±200ppm/℃	,number of terminations,2	,composition,metal oxide film	,features,flame proof; safety,封装形式,axial,额定功耗,1W	,标称阻值,4.7Ω	,封装尺寸,0.177 dia×0.433 l (4.50,阻值允许偏差,±5%		
名称,res mo 1w 47k ohm 5% axial,型号,rsf1jb47k0,分类,氧化膜电阻器,生产厂家,sei,厂商地域,美国,温度范围,-55～235℃,温度特性,±200ppm/℃	,number of terminations,2	,composition,metal oxide film	,features,flame proof; safety,封装形式,axial,额定功耗,1W	,标称阻值,47kΩ	,封装尺寸,0.177 dia×0.433 l (4.50,阻值允许偏差,±5%		
名称,res mo 1w 68 ohm 5% axial,型号,rsf1jb68r0,分类,氧化膜电阻器,生产厂家,sei,厂商地域,美国,封装形式,axial,温度范围,-55～235℃,温度特性,±200ppm/℃	,number of terminations,2	,composition,metal oxide film	,features,flame proof; safety,额定功耗,1W	,标称阻值,68Ω	,封装尺寸,0.177 dia×0.433 l (4.50,阻值允许偏差,±5%		
名称,res mo 1w 7.5 ohm 5% axial,型号,rsf1jb7r50,分类,氧化膜电阻器,生产厂家,sei,厂商地域,美国,封装形式,axial,温度范围,-55～235℃,温度特性,±200ppm/℃	,number of terminations,2	,composition,metal oxide film	,features,flame proof; safety,额定功耗,1W	,标称阻值,7.5Ω	,封装尺寸,0.177 dia×0.433 l (4.50,阻值允许偏差,±5%		
名称,res mo 1w 7.5k ohm 5% axial,型号,rsf1jb7k50,分类,氧化膜电阻器,生产厂家,sei,厂商地域,美国,封装形式,axial,温度范围,-55～235℃,温度特性,±200ppm/℃	,number of terminations,2	,composition,metal oxide film	,features,flame proof; safety,额定功耗,1W	,标称阻值,7.5kΩ	,封装尺寸,0.177 dia×0.433 l (4.50,阻值允许偏差,±5%		
名称,res mo 1w 75k ohm 5% axial,型号,rsf1jb75k0,分类,氧化膜电阻器,生产厂家,sei,厂商地域,美国,温度范围,-55～235℃,温度特性,±200ppm/℃	,number of terminations,2	,composition,metal oxide film	,features,flame proof; safety,封装形式,axial,额定功耗,1W	,标称阻值,75kΩ	,封装尺寸,0.177 dia×0.433 l (4.50,阻值允许偏差,±5%		
名称,res mo 1w 10 ohm 5% axial,型号,rsf1jb10r0,分类,氧化膜电阻器,生产厂家,sei,厂商地域,美国,温度范围,-55～235℃,温度特性,±200ppm/℃	,number of terminations,2	,composition,metal oxide film	,features,flame proof; safety,封装形式,axial,额定功耗,1W	,标称阻值,10Ω	,封装尺寸,0.177 dia×0.433 l (4.50,阻值允许偏差,±5%		
名称,res mo 1w 100 ohm 5% axial,型号,rsf1jb100r,分类,氧化膜电阻器,生产厂家,sei,厂商地域,美国,温度范围,-55～235℃,温度特性,±200ppm/℃	,number of terminations,2	,composition,metal oxide film	,features,flame proof; safety,封装形式,axial,额定功耗,1W	,标称阻值,100Ω	,封装尺寸,0.177 dia×0.433 l (4.50,阻值允许偏差,±5%		
名称,res mo 1w 10k ohm 5% axial,型号,rsf1jb10k0,分类,氧化膜电阻器,生产厂家,sei,厂商地域,美国,温度范围,-55～235℃,温度特性,±200ppm/℃	,number of terminations,2	,composition,metal oxide film	,features,flame proof; safety,封装形式,axial,额定功耗,1W	,标称阻值,10kΩ	,封装尺寸,0.177 dia×0.433 l (4.50,阻值允许偏差,±5%		
名称,res mo 1w 47 ohm 5% axial,型号,rsf1jb47r0,分类,氧化膜电阻器,生产厂家,sei,厂商地域,美国,温度范围,-55～235℃,温度特性,±200ppm/℃	,number of terminations,2	,composition,metal oxide film	,features,flame proof; safety,封装形式,axial,额定功耗,1W	,标称阻值,47Ω	,封装尺寸,0.177 dia×0.433 l (4.50,阻值允许偏差,±5%		
名称,res mo 1w 680 ohm 5% axial,型号,rsf1jb680r,分类,氧化膜电阻器,生产厂家,sei,厂商地域,美国,温度范围,-55～235℃,温度特性,±200ppm/℃	,number of terminations,2	,composition,metal oxide film	,features,flame proof; safety,封装形式,axial,额定功耗,1W	,标称阻值,680Ω	,封装尺寸,0.177 dia×0.433 l (4.50,阻值允许偏差,±5%		
名称,res mo 1w 8.2 ohm 5% axial,型号,rsf1jb8r20,分类,氧化膜电阻器,生产厂家,sei,厂商地域,美国,封装形式,axial,温度范围,-55～235℃,温度特性,±200ppm/℃	,number of terminations,2	,composition,metal oxide film	,features,flame proof; safety,额定功耗,1W	,标称阻值,8.2Ω	,封装尺寸,0.177 dia×0.433 l (4.50,阻值允许偏差,±5%		
名称,res metal ox 3w 1.1k ohm 5% axl,型号,rsmf3jt1k10,分类,氧化膜电阻器,生产厂家,sei,厂商地域,美国,封装形式,axial,温度范围,-55～235℃,温度特性,±200ppm/℃	,number of terminations,2	,composition,metal oxide film	,features,flame proof; safety,额定功耗,3W	,标称阻值,1.1kΩ	,封装尺寸,0.197 dia×0.591 l (5.00,阻值允许偏差,±5%		
名称,res metal ox 3w 1.3 ohm 5% axl,型号,rsmf3jb1r30,分类,氧化膜电阻器,生产厂家,sei,厂商地域,美国,封装形式,axial,温度范围,-55～235℃,温度特性,±200ppm/℃	,number of terminations,2	,composition,metal oxide film	,features,flame proof; safety,额定功耗,3W	,标称阻值,1.3Ω	,封装尺寸,0.197 dia×0.591 l (5.00,阻值允许偏差,±5%		
名称,res metal ox 3w 1.8k ohm 5% axl,型号,rsmf3jb1k80,分类,氧化膜电阻器,生产厂家,sei,厂商地域,美国,封装形式,axial,温度范围,-55～235℃,温度特性,±200ppm/℃	,number of terminations,2	,composition,metal oxide film	,features,flame proof; safety,额定功耗,3W	,标称阻值,1.8kΩ	,封装尺寸,0.197 dia×0.591 l (5.00,阻值允许偏差,±5%		
名称,res metal ox 3w 10k ohm 5% axl,型号,rsmf3jb10k0,分类,氧化膜电阻器,生产厂家,sei,厂商地域,美国,封装形式,axial,温度范围,-55～235℃,温度特性,±200ppm/℃	,number of terminations,2	,composition,metal oxide film	,features,flame proof; safety,额定功耗,3W	,标称阻值,10kΩ	,封装尺寸,0.197 dia×0.591 l (5.00,阻值允许偏差,±5%		
名称,res metal ox 3w 120 ohm 5% axl,型号,rsmf3jb120r,分类,氧化膜电阻器,生产厂家,sei,厂商地域,美国,封装形式,axial,温度范围,-55～235℃,温度特性,±200ppm/℃	,number of terminations,2	,composition,metal oxide film	,features,flame proof; safety,额定功耗,3W	,标称阻值,120Ω	,封装尺寸,0.197 dia×0.591 l (5.00,阻值允许偏差,±5%		
名称,res metal ox 3w 120 ohm 5% axl,型号,rsmf3jt120r,分类,氧化膜电阻器,生产厂家,sei,厂商地域,美国,封装形式,axial,温度范围,-55～235℃,温度特性,±200ppm/℃	,number of terminations,2	,composition,metal oxide film	,features,flame proof; safety,额定功耗,3W	,标称阻值,120Ω	,封装尺寸,0.197 dia×0.591 l (5.00,阻值允许偏差,±5%		
名称,res metal ox 3w 15k ohm 5% axl,型号,rsmf3jb15k0,分类,氧化膜电阻器,生产厂家,sei,厂商地域,美国,封装形式,axial,温度范围,-55～235℃,温度特性,±200ppm/℃	,number of terminations,2	,composition,metal oxide film	,features,flame proof; safety,额定功耗,3W	,标称阻值,15kΩ	,封装尺寸,0.197 dia×0.591 l (5.00,阻值允许偏差,±5%		
名称,res metal ox 3w 160 ohm 5% axl,型号,rsmf3jb160r,分类,氧化膜电阻器,生产厂家,sei,厂商地域,美国,封装形式,axial,温度范围,-55～235℃,温度特性,±200ppm/℃	,number of terminations,2	,composition,metal oxide film	,features,flame proof; safety,额定功耗,3W	,标称阻值,160Ω	,封装尺寸,0.197 dia×0.591 l (5.00,阻值允许偏差,±5%		
名称,res metal ox 3w 160 ohm 5% axl,型号,rsmf3jt160r,分类,氧化膜电阻器,生产厂家,sei,厂商地域,美国,封装形式,axial,温度范围,-55～235℃,温度特性,±200ppm/℃	,number of terminations,2	,composition,metal oxide film	,features,flame proof; safety,额定功耗,3W	,标称阻值,160Ω	,封装尺寸,0.197 dia×0.591 l (5.00,阻值允许偏差,±5%		
名称,res metal ox 3w 180 ohm 5% axl,型号,rsmf3jb180r,分类,氧化膜电阻器,生产厂家,sei,厂商地域,美国,封装形式,axial,温度范围,-55～235℃,温度特性,±200ppm/℃	,number of terminations,2	,composition,metal oxide film	,features,flame proof; safety,额定功耗,3W	,标称阻值,180Ω	,封装尺寸,0.197 dia×0.591 l (5.00,阻值允许偏差,±5%		
名称,res metal ox 3w 1k ohm 5% axl,型号,rsmf3jb1k00,分类,氧化膜电阻器,生产厂家,sei,厂商地域,美国,封装形式,axial,温度范围,-55～235℃,温度特性,±200ppm/℃	,number of terminations,2	,composition,metal oxide film	,features,flame proof; safety,额定功耗,3W	,标称阻值,1000Ω	,封装尺寸,0.197 dia×0.591 l (5.00,阻值允许偏差,±5%		
名称,res metal ox 3w 2.2 ohm 5% axl,型号,rsmf3jt2r20,分类,氧化膜电阻器,生产厂家,sei,厂商地域,美国,封装形式,axial,温度范围,-55～235℃,温度特性,±200ppm/℃	,number of terminations,2	,composition,metal oxide film	,features,flame proof; safety,额定功耗,3W	,标称阻值,2.2Ω	,封装尺寸,0.197 dia×0.591 l (5.00,阻值允许偏差,±5%		
名称,res metal ox 3w 20 ohm 5% axl,型号,rsmf3jt20r0,分类,氧化膜电阻器,生产厂家,sei,厂商地域,美国,封装形式,axial,温度范围,-55～235℃,温度特性,±200ppm/℃	,number of terminations,2	,composition,metal oxide film	,features,flame proof; safety,额定功耗,3W	,标称阻值,20Ω	,封装尺寸,0.197 dia×0.591 l (5.00,阻值允许偏差,±5%		
名称,res metal ox 3w 22 ohm 5% axl,型号,rsmf3jt22r0,分类,氧化膜电阻器,生产厂家,sei,厂商地域,美国,封装形式,axial,温度范围,-55～235℃,温度特性,±200ppm/℃	,number of terminations,2	,composition,metal oxide film	,features,flame proof; safety,额定功耗,3W	,标称阻值,22Ω	,封装尺寸,0.197 dia×0.591 l (5.00,阻值允许偏差,±5%		
名称,res metal ox 3w 22k ohm 5% axl,型号,rsmf3jt22k0,分类,氧化膜电阻器,生产厂家,sei,厂商地域,美国,封装形式,axial,温度范围,-55～235℃,温度特性,±200ppm/℃	,number of terminations,2	,composition,metal oxide film	,features,flame proof; safety,额定功耗,3W	,标称阻值,22kΩ	,封装尺寸,0.197 dia×0.591 l (5.00,阻值允许偏差,±5%		
名称,res metal ox 3w 270 ohm 5% axl,型号,rsmf3jt270r,分类,氧化膜电阻器,生产厂家,sei,厂商地域,美国,封装形式,axial,温度范围,-55～235℃,温度特性,±200ppm/℃	,number of terminations,2	,composition,metal oxide film	,features,flame proof; safety,额定功耗,3W	,标称阻值,270Ω	,封装尺寸,0.197 dia×0.591 l (5.00,阻值允许偏差,±5%		
名称,res metal ox 3w 27k ohm 5% axl,型号,rsmf3jb27k0,分类,氧化膜电阻器,生产厂家,sei,厂商地域,美国,封装形式,axial,温度范围,-55～235℃,温度特性,±200ppm/℃	,number of terminations,2	,composition,metal oxide film	,features,flame proof; safety,额定功耗,3W	,标称阻值,27kΩ	,封装尺寸,0.197 dia×0.591 l (5.00,阻值允许偏差,±5%		
名称,res metal ox 3w 2k ohm 5% axl,型号,rsmf3jb2k00,分类,氧化膜电阻器,生产厂家,sei,厂商地域,美国,封装形式,axial,温度范围,-55～235℃,温度特性,±200ppm/℃	,number of terminations,2	,composition,metal oxide film	,features,flame proof; safety,额定功耗,3W	,标称阻值,2kΩ	,封装尺寸,0.197 dia×0.591 l (5.00,阻值允许偏差,±5%		
名称,res metal ox 2w 0.113 ohm 1% axl,型号,rsmf2fbr113,分类,氧化膜电阻器,生产厂家,sei,厂商地域,美国,封装形式,axial,温度范围,-55～235℃,温度特性,±200ppm/℃	,number of terminations,2	,composition,metal oxide film	,features,flame proof; safety,额定功耗,2W	,标称阻值,0.113Ω	,封装尺寸,0.165 dia×0.433 l (4.20,阻值允许偏差,±1%		
名称,res mo 1/2w 0.51 ohm 5% axial,型号,rsf12jtr510,分类,氧化膜电阻器,生产厂家,sei,厂商地域,美国,封装形式,axial,温度范围,-55～200℃,温度特性,±200ppm/℃	,number of terminations,2	,composition,metal oxide film	,features,flame proof; safety,额定功耗,0.5W	,标称阻值,0.51Ω	,封装尺寸,0.138 dia×0.354 l (3.50,阻值允许偏差,±5%		
名称,res mo 1/2w 0.68 ohm 5% axial,型号,rsf12jtr680,分类,氧化膜电阻器,生产厂家,sei,厂商地域,美国,封装形式,axial,温度范围,-55～200℃,温度特性,±200ppm/℃	,number of terminations,2	,composition,metal oxide film	,features,flame proof; safety,额定功耗,0.5W	,标称阻值,0.68Ω	,封装尺寸,0.138 dia×0.354 l (3.50,阻值允许偏差,±5%		
名称,res mo 1/2w 10k ohm 5% axial,型号,rsf12ja10k0,分类,氧化膜电阻器,生产厂家,sei,厂商地域,美国,封装形式,axial,温度范围,-55～200℃,温度特性,±200ppm/℃	,number of terminations,2	,composition,metal oxide film	,features,flame proof; safety,额定功耗,0.5W	,标称阻值,10kΩ	,封装尺寸,0.138 dia×0.354 l (3.50,阻值允许偏差,±5%		
名称,res mo 1/2w 12 ohm 5% axial,型号,rsf12jt12r0,分类,氧化膜电阻器,生产厂家,sei,厂商地域,美国,温度范围,-55～200℃,温度特性,±200ppm/℃	,number of terminations,2	,composition,metal oxide film	,features,flame proof; safety,封装形式,axial,额定功耗,0.5W	,标称阻值,12Ω	,封装尺寸,0.138 dia×0.354 l (3.50,阻值允许偏差,±5%		
名称,res mo 1/2w 150 ohm 5% axial,型号,rsf12jt150r,分类,氧化膜电阻器,生产厂家,sei,厂商地域,美国,温度范围,-55～200℃,温度特性,±200ppm/℃	,number of terminations,2	,composition,metal oxide film	,features,flame proof; safety,封装形式,axial,额定功耗,0.5W	,标称阻值,150Ω	,封装尺寸,0.138 dia×0.354 l (3.50,阻值允许偏差,±5%		
名称,res mo 1/2w 2.4 ohm 5% axial,型号,rsf12jt2r40,分类,氧化膜电阻器,生产厂家,sei,厂商地域,美国,封装形式,axial,温度范围,-55～200℃,温度特性,±200ppm/℃	,number of terminations,2	,composition,metal oxide film	,features,flame proof; safety,额定功耗,0.5W	,标称阻值,2.4Ω	,封装尺寸,0.138 dia×0.354 l (3.50,阻值允许偏差,±5%		
名称,res mo 1/2w 20k ohm 5% axial,型号,rsf12jt20k0,分类,氧化膜电阻器,生产厂家,sei,厂商地域,美国,封装形式,axial,温度范围,-55～200℃,温度特性,±200ppm/℃	,number of terminations,2	,composition,metal oxide film	,features,flame proof; safety,额定功耗,0.5W	,标称阻值,20kΩ	,封装尺寸,0.138 dia×0.354 l (3.50,阻值允许偏差,±5%		
名称,res mo 1/2w 24 ohm 5% axial,型号,rsf12jt24r0,分类,氧化膜电阻器,生产厂家,sei,厂商地域,美国,封装形式,axial,温度范围,-55～200℃,温度特性,±200ppm/℃	,number of terminations,2	,composition,metal oxide film	,features,flame proof; safety,额定功耗,0.5W	,标称阻值,24Ω	,封装尺寸,0.138 dia×0.354 l (3.50,阻值允许偏差,±5%		
名称,res mo 1/2w 3.6 ohm 5% axial,型号,rsf12jt3r60,分类,氧化膜电阻器,生产厂家,sei,厂商地域,美国,封装形式,axial,温度范围,-55～200℃,温度特性,±200ppm/℃	,number of terminations,2	,composition,metal oxide film	,features,flame proof; safety,额定功耗,0.5W	,标称阻值,3.6Ω	,封装尺寸,0.138 dia×0.354 l (3.50,阻值允许偏差,±5%		
名称,res mo 1/2w 36 ohm 5% axial,型号,rsf12jt36r0,分类,氧化膜电阻器,生产厂家,sei,厂商地域,美国,封装形式,axial,温度范围,-55～200℃,温度特性,±200ppm/℃	,number of terminations,2	,composition,metal oxide film	,features,flame proof; safety,额定功耗,0.5W	,标称阻值,36Ω	,封装尺寸,0.138 dia×0.354 l (3.50,阻值允许偏差,±5%		
名称,res mo 1/2w 360 ohm 5% axial,型号,rsf12jt360r,分类,氧化膜电阻器,生产厂家,sei,厂商地域,美国,封装形式,axial,温度范围,-55～200℃,温度特性,±200ppm/℃	,number of terminations,2	,composition,metal oxide film	,features,flame proof; safety,额定功耗,0.5W	,标称阻值,360Ω	,封装尺寸,0.138 dia×0.354 l (3.50,阻值允许偏差,±5%		
名称,res mo 1/2w 36k ohm 5% axial,型号,rsf12jt36k0,分类,氧化膜电阻器,生产厂家,sei,厂商地域,美国,封装形式,axial,温度范围,-55～200℃,温度特性,±200ppm/℃	,number of terminations,2	,composition,metal oxide film	,features,flame proof; safety,额定功耗,0.5W	,标称阻值,36kΩ	,封装尺寸,0.138 dia×0.354 l (3.50,阻值允许偏差,±5%		
名称,res mo 1/2w 39 ohm 5% axial,型号,rsf12jt39r0,分类,氧化膜电阻器,生产厂家,sei,厂商地域,美国,封装形式,axial,温度范围,-55～200℃,温度特性,±200ppm/℃	,number of terminations,2	,composition,metal oxide film	,features,flame proof; safety,额定功耗,0.5W	,标称阻值,39Ω	,封装尺寸,0.138 dia×0.354 l (3.50,阻值允许偏差,±5%		
名称,res mo 1/2w 3k ohm 5% axial,型号,rsf12jt3k00,分类,氧化膜电阻器,生产厂家,sei,厂商地域,美国,封装形式,axial,温度范围,-55～200℃,温度特性,±200ppm/℃	,number of terminations,2	,composition,metal oxide film	,features,flame proof; safety,额定功耗,0.5W	,标称阻值,3kΩ	,封装尺寸,0.138 dia×0.354 l (3.50,阻值允许偏差,±5%		
名称,res mo 1/2w 47 ohm 5% axial,型号,rsf12jt47r0,分类,氧化膜电阻器,生产厂家,sei,厂商地域,美国,封装形式,axial,温度范围,-55～200℃,温度特性,±200ppm/℃	,number of terminations,2	,composition,metal oxide film	,features,flame proof; safety,额定功耗,0.5W	,标称阻值,47Ω	,封装尺寸,0.138 dia×0.354 l (3.50,阻值允许偏差,±5%		
名称,res mo 1/2w 47k ohm 5% axial,型号,rsf12jt47k0,分类,氧化膜电阻器,生产厂家,sei,厂商地域,美国,封装形式,axial,温度范围,-55～200℃,温度特性,±200ppm/℃	,number of terminations,2	,composition,metal oxide film	,features,flame proof; safety,额定功耗,0.5W	,标称阻值,47kΩ	,封装尺寸,0.138 dia×0.354 l (3.50,阻值允许偏差,±5%		
名称,res mo 1/2w 5.6 ohm 5% axial,型号,rsf12jt5r60,分类,氧化膜电阻器,生产厂家,sei,厂商地域,美国,封装形式,axial,温度范围,-55～200℃,温度特性,±200ppm/℃	,number of terminations,2	,composition,metal oxide film	,features,flame proof; safety,额定功耗,0.5W	,标称阻值,5.6Ω	,封装尺寸,0.138 dia×0.354 l (3.50,阻值允许偏差,±5%		
名称,res mo 1/2w 6.8 ohm 5% axial,型号,rsf12jt6r80,分类,氧化膜电阻器,生产厂家,sei,厂商地域,美国,封装形式,axial,温度范围,-55～200℃,温度特性,±200ppm/℃	,number of terminations,2	,composition,metal oxide film	,features,flame proof; safety,额定功耗,0.5W	,标称阻值,6.8Ω	,封装尺寸,0.138 dia×0.354 l (3.50,阻值允许偏差,±5%		
