名称,rm型片式厚膜固定电阻器,型号,(J)CL21-160V-0.22μF-K,分类,电容器,生产厂家,成都宏明电子股份有限公司,厂商地域,四川成都,质量等级,J,温度范围,-55～85℃,封装形式,流化包封,额定电压,160V	,标称容量,0.22μF,标称阻值,1.33mΩ	,阻值允许偏差,±1% 
名称,res metal ox 2w 63.4 ohm 1% axl,型号,rsmf2ft63r4,分类,氧化膜电阻器,生产厂家,sei,厂商地域,美国,温度范围,-55～235℃,温度特性,±200ppm/℃	,number of terminations,2	,composition,metal oxide film	,features,flame proof; safety,封装形式,axial,额定功耗,2W	,标称阻值,63.4Ω	,封装尺寸,0.165 dia×0.433 l (4.20,阻值允许偏差,±1%		
名称,res metal ox 2w 681 ohm 1% axl,型号,rsmf2ft681r,分类,氧化膜电阻器,生产厂家,sei,厂商地域,美国,温度范围,-55～235℃,温度特性,±200ppm/℃	,number of terminations,2	,composition,metal oxide film	,features,flame proof; safety,封装形式,axial,额定功耗,2W	,标称阻值,681Ω	,封装尺寸,0.165 dia×0.433 l (4.20,阻值允许偏差,±1%		
名称,res metal ox 2w 10 ohm 1% axl,型号,rsmf2ft10r0,分类,氧化膜电阻器,生产厂家,sei,厂商地域,美国,温度范围,-55～235℃,温度特性,±200ppm/℃	,number of terminations,2	,composition,metal oxide film	,features,flame proof; safety,封装形式,axial,额定功耗,2W	,标称阻值,10Ω	,封装尺寸,0.165 dia×0.433 l (4.20,阻值允许偏差,±1%		
名称,res mo 1w 90.9 ohm 1% axial,型号,rsmf1fb90r9,分类,氧化膜电阻器,生产厂家,sei,厂商地域,美国,温度范围,-55～200℃,温度特性,±200ppm/℃	,number of terminations,2	,composition,metal oxide film	,features,flame proof; safety,封装形式,axial,额定功耗,1W	,标称阻值,90.9Ω	,封装尺寸,0.126 dia×0.354 l (3.20,阻值允许偏差,±1%		
名称,res mo 1/2w 1.3k ohm 2% axial,型号,rsmf12gb1k30,分类,氧化膜电阻器,生产厂家,sei,厂商地域,美国,温度范围,-55～200℃,温度特性,±200ppm/℃	,number of terminations,2	,composition,metal oxide film	,features,flame proof; safety,封装形式,axial,额定功耗,0.5W	,标称阻值,1.3kΩ	,封装尺寸,0.091 dia×0.256 l (2.30,阻值允许偏差,±2%		
名称,res mo 1/2w 27 ohm 2% axial,型号,rsmf12gb27r0,分类,氧化膜电阻器,生产厂家,sei,厂商地域,美国,温度范围,-55～200℃,温度特性,±200ppm/℃	,number of terminations,2	,composition,metal oxide film	,features,flame proof; safety,封装形式,axial,额定功耗,0.5W	,标称阻值,27Ω	,封装尺寸,0.091 dia×0.256 l (2.30,阻值允许偏差,±2%		
名称,res mo 1/2w 33 ohm 2% axial,型号,rsmf12gb33r0,分类,氧化膜电阻器,生产厂家,sei,厂商地域,美国,温度范围,-55～200℃,温度特性,±200ppm/℃	,number of terminations,2	,composition,metal oxide film	,features,flame proof; safety,封装形式,axial,额定功耗,0.5W	,标称阻值,33Ω	,封装尺寸,0.091 dia×0.256 l (2.30,阻值允许偏差,±2%		
名称,res mo 1/2w 0.3 ohm 2% axial,型号,rsmf12gtr300,分类,氧化膜电阻器,生产厂家,sei,厂商地域,美国,温度范围,-55～200℃,温度特性,±200ppm/℃	,number of terminations,2	,composition,metal oxide film	,features,flame proof; safety,封装形式,axial,额定功耗,0.5W	,标称阻值,0.3Ω	,封装尺寸,0.091 dia×0.256 l (2.30,阻值允许偏差,±2%		
名称,res 2.20k ohm 2w 5% axial,型号,1-1624245-7,分类,氧化膜电阻器,生产厂家,te,厂商地域,美国,温度范围,-55～155℃,温度特性,±300ppm/℃	,number of terminations,2	,composition,metal oxide film	,features,flame proof; high voltage; pulse Withstanding; safety,封装形式,axial,额定功耗,2W	,标称阻值,2.2kΩ	,封装尺寸,0.177 dia×0.433 l (4.50,阻值允许偏差,±5%		
名称,res mo 1/2w 0.3 ohm 5% axial,型号,rsf12jbr300,分类,氧化膜电阻器,生产厂家,sei,厂商地域,美国,温度范围,-55～200℃,温度特性,±200ppm/℃	,number of terminations,2	,composition,metal oxide film	,features,flame proof; safety,封装形式,axial,额定功耗,0.5W	,标称阻值,0.3Ω	,封装尺寸,0.138 dia×0.354 l (3.50,阻值允许偏差,±5%		
名称,res 10k ohm 1w 5% axial,型号,rsf100jb-73-10k,分类,氧化膜电阻器,生产厂家,yageo,厂商地域,中国台湾,温度范围,-55～235℃,number of terminations,2	,composition,metal oxide film	,features,flame retardant coating; safety,封装形式,axial,额定功耗,1W		,标称阻值,10kΩ	,封装尺寸,0.177 dia×0.453 l (4.50,阻值允许偏差,±5%		
名称,res 560 ohm 1w 5% axial,型号,rsf100jb-73-560r,分类,氧化膜电阻器,生产厂家,yageo,厂商地域,中国台湾,封装形式,axial,温度范围,-55～235℃,number of terminations,2	,composition,metal oxide film	,features,flame retardant coating; safety,额定功耗,1W		,标称阻值,560Ω	,封装尺寸,0.177 dia×0.453 l (4.50,阻值允许偏差,±5%		
名称,res 68k ohm 1w 5% axial,型号,rsf100jb-73-68k,分类,氧化膜电阻器,生产厂家,yageo,厂商地域,中国台湾,温度范围,-55～235℃,number of terminations,2	,composition,metal oxide film	,features,flame retardant coating; safety,封装形式,axial,额定功耗,1W		,标称阻值,68kΩ	,封装尺寸,0.177 dia×0.453 l (4.50,阻值允许偏差,±5%		
名称,res 15 ohm 1w 5% axial,型号,rsf100jb-73-15r,分类,氧化膜电阻器,生产厂家,yageo,厂商地域,中国台湾,温度范围,-55～235℃,number of terminations,2	,composition,metal oxide film	,features,flame retardant coating; safety,封装形式,axial,额定功耗,1W		,标称阻值,15Ω	,封装尺寸,0.177 dia×0.453 l (4.50,阻值允许偏差,±5%		
名称,res 180 ohm 1w 5% axial,型号,rsf100jb-73-180r,分类,氧化膜电阻器,生产厂家,yageo,厂商地域,中国台湾,温度范围,-55～235℃,number of terminations,2	,composition,metal oxide film	,features,flame retardant coating; safety,封装形式,axial,额定功耗,1W		,标称阻值,180Ω	,封装尺寸,0.177 dia×0.453 l (4.50,阻值允许偏差,±5%		
名称,res 470k ohm 1w 5% axial,型号,rsf100jb-73-470k,分类,氧化膜电阻器,生产厂家,yageo,厂商地域,中国台湾,温度范围,-55～235℃,number of terminations,2	,composition,metal oxide film	,features,flame retardant coating; safety,封装形式,axial,额定功耗,1W		,封装尺寸,0.177 dia×0.453 l (4.50,标称阻值,470kΩ	,阻值允许偏差,±5%		
名称,res 470 ohm 1w 5% axial,型号,rsf100jb-73-470r,分类,氧化膜电阻器,生产厂家,yageo,厂商地域,中国台湾,温度范围,-55～235℃,number of terminations,2	,composition,metal oxide film	,features,flame retardant coating; safety,封装形式,axial,额定功耗,1W		,封装尺寸,0.177 dia×0.453 l (4.50,标称阻值,470Ω	,阻值允许偏差,±5%		
名称,res 200k ohm 1w 5% axial,型号,rsf100jb-73-200k,分类,氧化膜电阻器,生产厂家,yageo,厂商地域,中国台湾,温度范围,-55～235℃,number of terminations,2	,composition,metal oxide film	,features,flame retardant coating; safety,封装形式,axial,额定功耗,1W		,封装尺寸,0.177 dia×0.453 l (4.50,标称阻值,200kΩ	,阻值允许偏差,±5%		
名称,res 3.9 ohm 1w 5% axial,型号,rsf100jb-73-3r9,分类,氧化膜电阻器,生产厂家,yageo,厂商地域,中国台湾,温度范围,-55～235℃,number of terminations,2	,composition,metal oxide film	,features,flame retardant coating; safety,封装形式,axial,额定功耗,1W		,封装尺寸,0.177 dia×0.453 l (4.50,标称阻值,3.9Ω	,阻值允许偏差,±5%		
名称,res 300 ohm 1w 5% axial,型号,rsf100jb-73-300r,分类,氧化膜电阻器,生产厂家,yageo,厂商地域,中国台湾,封装形式,axial,温度范围,-55～235℃,number of terminations,2	,composition,metal oxide film	,features,flame retardant coating; safety,额定功耗,1W		,标称阻值,300Ω	,封装尺寸,0.177 dia×0.453 l (4.50,阻值允许偏差,±5%		
名称,res 2.7 ohm 1w 5% axial,型号,rsf100jb-73-2r7,分类,氧化膜电阻器,生产厂家,yageo,厂商地域,中国台湾,封装形式,axial,温度范围,-55～235℃,number of terminations,2	,composition,metal oxide film	,features,flame retardant coating; safety,额定功耗,1W		,标称阻值,2.7Ω	,封装尺寸,0.177 dia×0.453 l (4.50,阻值允许偏差,±5%		
名称,res 39k ohm 5w 1% ww axial,型号,rs00539k00fe73,分类,氧化膜电阻器,生产厂家,vishay,厂商地域,美国,温度范围,-65～250℃,温度特性,±20ppm/℃	,number of terminations,2	,composition,WireWound	,features,moisture resistant,封装形式,axial,额定功耗,5W	,标称阻值,39kΩ	,封装尺寸,0.312 dia×0.875 l (7.92,阻值允许偏差,±1%		
名称,res mo 2w 82 ohm 2% axial,型号,rsf2gb82r0,分类,氧化膜电阻器,生产厂家,sei,厂商地域,美国,温度范围,-55～235℃,温度特性,±200ppm/℃	,number of terminations,2	,composition,metal oxide film	,features,flame proof; safety,封装形式,axial,额定功耗,2W	,标称阻值,82Ω	,封装尺寸,0.197 dia×0.591 l (5.00,阻值允许偏差,±2%		
名称,res mo 2w 820 ohm 2% axial,型号,rsf2gb820r,分类,氧化膜电阻器,生产厂家,sei,厂商地域,美国,封装形式,axial,温度范围,-55～235℃,温度特性,±200ppm/℃	,number of terminations,2	,composition,metal oxide film	,features,flame proof; safety,额定功耗,2W	,标称阻值,820Ω	,封装尺寸,0.197 dia×0.591 l (5.00,阻值允许偏差,±2%		
名称,res mo 2w 91k ohm 2% axial,型号,rsf2gb91k0,分类,氧化膜电阻器,生产厂家,sei,厂商地域,美国,封装形式,axial,温度范围,-55～235℃,温度特性,±200ppm/℃	,number of terminations,2	,composition,metal oxide film	,features,flame proof; safety,额定功耗,2W	,标称阻值,91kΩ	,封装尺寸,0.197 dia×0.591 l (5.00,阻值允许偏差,±2%		
名称,res metal ox 2w 1.18 ohm 1% axl,型号,rsmf2ft1r18,分类,氧化膜电阻器,生产厂家,sei,厂商地域,美国,封装形式,axial,温度范围,-55～235℃,温度特性,±200ppm/℃	,number of terminations,2	,composition,metal oxide film	,features,flame proof; safety,额定功耗,2W	,标称阻值,1.18Ω	,封装尺寸,0.165 dia×0.433 l (4.20,阻值允许偏差,±1%		
名称,res metal ox 2w 100k ohm 1% axl,型号,rsmf2ft100k,分类,氧化膜电阻器,生产厂家,sei,厂商地域,美国,封装形式,axial,温度范围,-55～235℃,温度特性,±200ppm/℃	,number of terminations,2	,composition,metal oxide film	,features,flame proof; safety,额定功耗,2W	,标称阻值,100kΩ	,封装尺寸,0.165 dia×0.433 l (4.20,阻值允许偏差,±1%		
名称,res metal ox 2w 130 ohm 1% axl,型号,rsmf2ft130r,分类,氧化膜电阻器,生产厂家,sei,厂商地域,美国,封装形式,axial,温度范围,-55～235℃,温度特性,±200ppm/℃	,number of terminations,2	,composition,metal oxide film	,features,flame proof; safety,额定功耗,2W	,标称阻值,130Ω	,封装尺寸,0.165 dia×0.433 l (4.20,阻值允许偏差,±1%		
名称,res mo 1w 9.1k ohm 5% axial,型号,rsmf1jt9k10,分类,氧化膜电阻器,生产厂家,sei,厂商地域,美国,封装形式,axial,温度范围,-55～200℃,温度特性,±200ppm/℃	,number of terminations,2	,composition,metal oxide film	,features,flame proof; safety,额定功耗,1W	,标称阻值,9.1kΩ	,封装尺寸,0.126 dia×0.354 l (3.20,阻值允许偏差,±5%		
名称,res mo 1w 910 ohm 5% axial,型号,rsmf1jt910r,分类,氧化膜电阻器,生产厂家,sei,厂商地域,美国,封装形式,axial,温度范围,-55～200℃,温度特性,±200ppm/℃	,number of terminations,2	,composition,metal oxide film	,features,flame proof; safety,额定功耗,1W	,标称阻值,910Ω	,封装尺寸,0.126 dia×0.354 l (3.20,阻值允许偏差,±5%		
名称,res mo 1w 47 ohm 5% axial,型号,rsmf1ja47r0,分类,氧化膜电阻器,生产厂家,sei,厂商地域,美国,温度范围,-55～200℃,温度特性,±200ppm/℃	,number of terminations,2	,composition,metal oxide film	,features,flame proof; safety,封装形式,axial,额定功耗,1W	,标称阻值,47Ω	,封装尺寸,0.126 dia×0.354 l (3.20,阻值允许偏差,±5%		
名称,res metal ox 1w 0.47 ohm 5% axl,型号,rsmf1jtr470,分类,氧化膜电阻器,生产厂家,sei,厂商地域,美国,温度范围,-55～200℃,温度特性,±200ppm/℃	,number of terminations,2	,composition,metal oxide film	,features,flame proof; safety,封装形式,axial,额定功耗,1W	,标称阻值,0.47Ω	,封装尺寸,0.126 dia×0.354 l (3.20,阻值允许偏差,±5%		
名称,res metal ox 1w 110 ohm 5% axl,型号,rsmf1jt110r,分类,氧化膜电阻器,生产厂家,sei,厂商地域,美国,封装形式,axial,温度范围,-55～200℃,温度特性,±200ppm/℃	,number of terminations,2	,composition,metal oxide film	,features,flame proof; safety,额定功耗,1W	,标称阻值,110Ω	,封装尺寸,0.126 dia×0.354 l (3.20,阻值允许偏差,±5%		
名称,res metal ox 1w 150 ohm 5% axl,型号,rsmf1jt150r,分类,氧化膜电阻器,生产厂家,sei,厂商地域,美国,封装形式,axial,温度范围,-55～200℃,温度特性,±200ppm/℃	,number of terminations,2	,composition,metal oxide film	,features,flame proof; safety,额定功耗,1W	,标称阻值,150Ω	,封装尺寸,0.126 dia×0.354 l (3.20,阻值允许偏差,±5%		
名称,res metal ox 1w 180k ohm 5% axl,型号,rsmf1jt180k,分类,氧化膜电阻器,生产厂家,sei,厂商地域,美国,封装形式,axial,温度范围,-55～200℃,温度特性,±200ppm/℃	,number of terminations,2	,composition,metal oxide film	,features,flame proof; safety,额定功耗,1W	,标称阻值,180kΩ	,封装尺寸,0.126 dia×0.354 l (3.20,阻值允许偏差,±5%		
名称,res metal ox 1w 39k ohm 5% axl,型号,rsmf1jt39k0,分类,氧化膜电阻器,生产厂家,sei,厂商地域,美国,温度范围,-55～200℃,温度特性,±200ppm/℃	,number of terminations,2	,composition,metal oxide film	,features,flame proof; safety,封装形式,axial,额定功耗,1W	,封装尺寸,0.126 dia×0.354 l (3.20,标称阻值,39kΩ	,阻值允许偏差,±5%		
名称,res metal ox 1w 7.5 ohm 5% axl,型号,rsmf1jt7r50,分类,氧化膜电阻器,生产厂家,sei,厂商地域,美国,温度范围,-55～200℃,温度特性,±200ppm/℃	,number of terminations,2	,composition,metal oxide film	,features,flame proof; safety,封装形式,axial,额定功耗,1W	,封装尺寸,0.126 dia×0.354 l (3.20,标称阻值,7.5Ω	,阻值允许偏差,±5%		
名称,res metal ox 1w 75k ohm 5% axl,型号,rsmf1jt75k0,分类,氧化膜电阻器,生产厂家,sei,厂商地域,美国,温度范围,-55～200℃,温度特性,±200ppm/℃	,number of terminations,2	,composition,metal oxide film	,features,flame proof; safety,封装形式,axial,额定功耗,1W	,标称阻值,75kΩ	,封装尺寸,0.126 dia×0.354 l (3.20,阻值允许偏差,±5%		
名称,res mo 1w 0.39 ohm 5% axial,型号,rsf1jbr390,分类,氧化膜电阻器,生产厂家,sei,厂商地域,美国,温度范围,-55～235℃,温度特性,±200ppm/℃	,number of terminations,2	,composition,metal oxide film	,features,flame proof; safety,封装形式,axial,额定功耗,1W	,标称阻值,0.39Ω	,封装尺寸,0.177 dia×0.433 l (4.50,阻值允许偏差,±5%		
名称,res mo 1w 0.91 ohm 5% axial,型号,rsf1jbr910,分类,氧化膜电阻器,生产厂家,sei,厂商地域,美国,温度范围,-55～235℃,温度特性,±200ppm/℃	,number of terminations,2	,composition,metal oxide film	,features,flame proof; safety,封装形式,axial,额定功耗,1W	,标称阻值,0.91Ω	,封装尺寸,0.177 dia×0.433 l (4.50,阻值允许偏差,±5%		
名称,res mo 1w 1.2 ohm 5% axial,型号,rsf1jb1r20,分类,氧化膜电阻器,生产厂家,sei,厂商地域,美国,温度范围,-55～235℃,温度特性,±200ppm/℃	,number of terminations,2	,composition,metal oxide film	,features,flame proof; safety,封装形式,axial,额定功耗,1W	,标称阻值,1.2Ω	,封装尺寸,0.177 dia×0.433 l (4.50,阻值允许偏差,±5%		
名称,res mo 1w 1.5 ohm 5% axial,型号,rsf1jb1r50,分类,氧化膜电阻器,生产厂家,sei,厂商地域,美国,温度范围,-55～235℃,温度特性,±200ppm/℃	,number of terminations,2	,composition,metal oxide film	,features,flame proof; safety,封装形式,axial,额定功耗,1W	,标称阻值,1.5Ω	,封装尺寸,0.177 dia×0.433 l (4.50,阻值允许偏差,±5%		
名称,res 1k ohm 3w 5% ceramic vert,型号,mvm3jb1k00,分类,氧化膜电阻器,生产厂家,sei,厂商地域,美国,温度范围,-55～155℃,温度特性,±200ppm/℃	,number of terminations,2	,composition,metal oxide film	,features,flame proof; moisture resistant; safety	,height,1.024 (26.00mm),封装形式,radial lead,额定功耗,3W	,标称阻值,1000Ω	,封装尺寸,0.492 l×0.335 w (12.50m,阻值允许偏差,±5%		
名称,res 1.2k ohm 5w 5% ceramic vert,型号,mvm5jb1k20,分类,氧化膜电阻器,生产厂家,sei,厂商地域,美国,封装形式,radial lead,温度范围,-55～155℃,温度特性,±200ppm/℃	,number of terminations,2	,composition,metal oxide film	,features,flame proof; moisture resistant; safety	,height,1.024 (26.00mm),额定功耗,5W	,标称阻值,1.2kΩ	,封装尺寸,0.512 l×0.374 w (13.00m,阻值允许偏差,±5%		
名称,res 330 ohm 5w 5% ceramic vert,型号,mvm5jb330r,分类,氧化膜电阻器,生产厂家,sei,厂商地域,美国,封装形式,radial lead,温度范围,-55～155℃,温度特性,±200ppm/℃	,number of terminations,2	,composition,metal oxide film	,features,flame proof; moisture resistant; safety	,height,1.024 (26.00mm),额定功耗,5W	,标称阻值,330Ω	,封装尺寸,0.512 l×0.374 w (13.00m,阻值允许偏差,±5%		
名称,res 68 ohm 3w 5% radial,型号,twm3j68r,分类,氧化膜电阻器,生产厂家,ohmite,厂商地域,美国,封装形式,radial lead,温度范围,-55～275℃,温度特性,±350ppm/℃	,number of terminations,2	,composition,metal oxide film	,features,flame proof; safety	,height,1.024 (26.00mm),额定功耗,3W	,标称阻值,68Ω	,封装尺寸,0.492 l×0.354 w (12.50m,阻值允许偏差,±5%		
名称,res 100 ohm 3w 5% radial,型号,twm3j100,分类,氧化膜电阻器,生产厂家,ohmite,厂商地域,美国,封装形式,radial lead,温度范围,-55～275℃,温度特性,±350ppm/℃	,number of terminations,2	,composition,metal oxide film	,features,flame proof; safety	,height,1.024 (26.00mm),额定功耗,3W	,标称阻值,100Ω	,封装尺寸,0.492 l×0.354 w (12.50m,阻值允许偏差,±5%		
名称,res 150 ohm 3w 5% radial,型号,twm3j150,分类,氧化膜电阻器,生产厂家,ohmite,厂商地域,美国,封装形式,radial lead,温度范围,-55～275℃,温度特性,±350ppm/℃	,number of terminations,2	,composition,metal oxide film	,features,flame proof; safety	,height,1.024 (26.00mm),额定功耗,3W	,标称阻值,150Ω	,封装尺寸,0.492 l×0.354 w (12.50m,阻值允许偏差,±5%		
名称,res 330 ohm 3w 5% radial,型号,twm3j330,分类,氧化膜电阻器,生产厂家,ohmite,厂商地域,美国,温度范围,-55～275℃,温度特性,±350ppm/℃	,number of terminations,2	,composition,metal oxide film	,features,flame proof; safety	,height,1.024 (26.00mm),封装形式,radial lead,额定功耗,3W	,封装尺寸,0.492 l×0.354 w (12.50m,标称阻值,330Ω	,阻值允许偏差,±5%		
名称,res 390 ohm 3w 5% radial,型号,twm3j390,分类,氧化膜电阻器,生产厂家,ohmite,厂商地域,美国,温度范围,-55～275℃,温度特性,±350ppm/℃	,number of terminations,2	,composition,metal oxide film	,features,flame proof; safety	,height,1.024 (26.00mm),封装形式,radial lead,额定功耗,3W	,封装尺寸,0.492 l×0.354 w (12.50m,标称阻值,390Ω	,阻值允许偏差,±5%		
名称,res 680 ohm 3w 5% radial,型号,twm3j680,分类,氧化膜电阻器,生产厂家,ohmite,厂商地域,美国,温度范围,-55～275℃,温度特性,±350ppm/℃	,number of terminations,2	,composition,metal oxide film	,features,flame proof; safety	,height,1.024 (26.00mm),封装形式,radial lead,额定功耗,3W	,封装尺寸,0.492 l×0.354 w (12.50m,标称阻值,680Ω	,阻值允许偏差,±5%		
名称,res 1k ohm 3w 5% radial,型号,twm3j1k0,分类,氧化膜电阻器,生产厂家,ohmite,厂商地域,美国,温度范围,-55～275℃,温度特性,±350ppm/℃	,number of terminations,2	,composition,metal oxide film	,features,flame proof; safety	,height,1.024 (26.00mm),封装形式,radial lead,额定功耗,3W	,封装尺寸,0.492 l×0.354 w (12.50m,标称阻值,1000Ω	,阻值允许偏差,±5%		
名称,res 10k ohm 3w 5% radial,型号,twm3j10k,分类,氧化膜电阻器,生产厂家,ohmite,厂商地域,美国,温度范围,-55～275℃,温度特性,±350ppm/℃	,number of terminations,2	,composition,metal oxide film	,features,flame proof; safety	,height,1.024 (26.00mm),封装形式,radial lead,额定功耗,3W	,封装尺寸,0.492 l×0.354 w (12.50m,标称阻值,10kΩ	,阻值允许偏差,±5%		
名称,res 270 ohm 5w 5% radial,型号,twm5j270,分类,氧化膜电阻器,生产厂家,ohmite,厂商地域,美国,温度范围,-55～275℃,温度特性,±350ppm/℃	,number of terminations,2	,composition,metal oxide film	,features,flame proof; safety	,height,1.024 (26.00mm),封装形式,radial lead,额定功耗,5W	,封装尺寸,0.492 l×0.354 w (12.50m,标称阻值,270Ω	,阻值允许偏差,±5%		
名称,res mo 1w 61.9k ohm 1% axial,型号,rsf1ft61k9,分类,氧化膜电阻器,生产厂家,sei,厂商地域,美国,封装形式,axial,温度范围,-55～235℃,温度特性,±200ppm/℃	,number of terminations,2	,composition,metal oxide film	,features,flame proof; safety,额定功耗,1W	,标称阻值,61.9kΩ	,封装尺寸,0.177 dia×0.433 l (4.50,阻值允许偏差,±1%		
名称,res mo 1w 75 ohm 1% axial,型号,rsf1ft75r0,分类,氧化膜电阻器,生产厂家,sei,厂商地域,美国,温度范围,-55～235℃,温度特性,±200ppm/℃	,number of terminations,2	,composition,metal oxide film	,features,flame proof; safety,封装形式,axial,额定功耗,1W	,标称阻值,75Ω	,封装尺寸,0.177 dia×0.433 l (4.50,阻值允许偏差,±1%		
名称,res 750 ohm 5w 5% radial,型号,twm5j750,分类,氧化膜电阻器,生产厂家,ohmite,厂商地域,美国,温度范围,-55～275℃,温度特性,±350ppm/℃	,number of terminations,2	,composition,metal oxide film	,features,flame proof; safety	,height,1.024 (26.00mm),封装形式,radial lead,额定功耗,5W	,标称阻值,750Ω	,封装尺寸,0.492 l×0.354 w (12.50m,阻值允许偏差,±5%		
名称,res 4.3k ohm 5w 5% radial,型号,twm5j4k3,分类,氧化膜电阻器,生产厂家,ohmite,厂商地域,美国,温度范围,-55～275℃,温度特性,±350ppm/℃	,number of terminations,2	,composition,metal oxide film	,features,flame proof; safety	,height,1.024 (26.00mm),封装形式,radial lead,额定功耗,5W	,标称阻值,4.3kΩ	,封装尺寸,0.492 l×0.354 w (12.50m,阻值允许偏差,±5%		
名称,res mo 1w 18 ohm 2% axial,型号,rsf1gb18r0,分类,氧化膜电阻器,生产厂家,sei,厂商地域,美国,封装形式,axial,温度范围,-55～235℃,温度特性,±200ppm/℃	,number of terminations,2	,composition,metal oxide film	,features,flame proof; safety,额定功耗,1W	,标称阻值,18Ω	,封装尺寸,0.177 dia×0.433 l (4.50,阻值允许偏差,±2%		
名称,res mo 1w 0.243 ohm 1% axial,型号,rsf1fbr243,分类,氧化膜电阻器,生产厂家,sei,厂商地域,美国,温度范围,-55～235℃,温度特性,±200ppm/℃	,number of terminations,2	,composition,metal oxide film	,features,flame proof; safety,封装形式,axial,额定功耗,1W	,标称阻值,0.243Ω	,封装尺寸,0.177 dia×0.433 l (4.50,阻值允许偏差,±1%		
名称,res mo 2w 0.11 ohm 5% axial,型号,rsf2jbr110,分类,氧化膜电阻器,生产厂家,sei,厂商地域,美国,封装形式,axial,温度范围,-55～235℃,温度特性,±200ppm/℃	,number of terminations,2	,composition,metal oxide film	,features,flame proof; safety,额定功耗,2W	,标称阻值,0.11Ω	,封装尺寸,0.197 dia×0.591 l (5.00,阻值允许偏差,±5%		
名称,res mo 1w 3.9k ohm 2% axial,型号,rsf1gb3k90,分类,氧化膜电阻器,生产厂家,sei,厂商地域,美国,封装形式,axial,温度范围,-55～235℃,温度特性,±200ppm/℃	,number of terminations,2	,composition,metal oxide film	,features,flame proof; safety,额定功耗,1W	,标称阻值,3.9kΩ	,封装尺寸,0.177 dia×0.433 l (4.50,阻值允许偏差,±2%		
名称,res mo 2w 0.13 ohm 5% axial,型号,rsf2jtr130,分类,氧化膜电阻器,生产厂家,sei,厂商地域,美国,封装形式,axial,温度范围,-55～235℃,温度特性,±200ppm/℃	,number of terminations,2	,composition,metal oxide film	,features,flame proof; safety,额定功耗,2W	,标称阻值,0.13Ω	,封装尺寸,0.197 dia×0.591 l (5.00,阻值允许偏差,±5%		
名称,res mo 2w 0.15 ohm 5% axial,型号,rsf2jbr150,分类,氧化膜电阻器,生产厂家,sei,厂商地域,美国,封装形式,axial,温度范围,-55～235℃,温度特性,±200ppm/℃	,number of terminations,2	,composition,metal oxide film	,features,flame proof; safety,额定功耗,2W	,标称阻值,0.15Ω	,封装尺寸,0.197 dia×0.591 l (5.00,阻值允许偏差,±5%		
名称,res mo 2w 0.15 ohm 5% axial,型号,rsf2jtr150,分类,氧化膜电阻器,生产厂家,sei,厂商地域,美国,封装形式,axial,温度范围,-55～235℃,温度特性,±200ppm/℃	,number of terminations,2	,composition,metal oxide film	,features,flame proof; safety,额定功耗,2W	,标称阻值,0.15Ω	,封装尺寸,0.197 dia×0.591 l (5.00,阻值允许偏差,±5%		
名称,res mo 2w 0.16 ohm 5% axial,型号,rsf2jar160,分类,氧化膜电阻器,生产厂家,sei,厂商地域,美国,封装形式,axial,温度范围,-55～235℃,温度特性,±200ppm/℃	,number of terminations,2	,composition,metal oxide film	,features,flame proof; safety,额定功耗,2W	,标称阻值,0.16Ω	,封装尺寸,0.197 dia×0.591 l (5.00,阻值允许偏差,±5%		
名称,res metal ox 2w 2.2 ohm 5% axl,型号,rsmf2jt2r20,分类,氧化膜电阻器,生产厂家,sei,厂商地域,美国,封装形式,axial,温度范围,-55～235℃,温度特性,±200ppm/℃	,number of terminations,2	,composition,metal oxide film	,features,flame proof; safety,额定功耗,2W	,标称阻值,2.2Ω	,封装尺寸,0.165 dia×0.433 l (4.20,阻值允许偏差,±5%		
名称,res metal ox 2w 220k ohm 5% axl,型号,rsmf2jt220k,分类,氧化膜电阻器,生产厂家,sei,厂商地域,美国,封装形式,axial,温度范围,-55～235℃,温度特性,±200ppm/℃	,number of terminations,2	,composition,metal oxide film	,features,flame proof; safety,额定功耗,2W	,标称阻值,220kΩ	,封装尺寸,0.165 dia×0.433 l (4.20,阻值允许偏差,±5%		
名称,res metal ox 2w 24 ohm 5% axl,型号,rsmf2jt24r0,分类,氧化膜电阻器,生产厂家,sei,厂商地域,美国,封装形式,axial,温度范围,-55～235℃,温度特性,±200ppm/℃	,number of terminations,2	,composition,metal oxide film	,features,flame proof; safety,额定功耗,2W	,标称阻值,24Ω	,封装尺寸,0.165 dia×0.433 l (4.20,阻值允许偏差,±5%		
名称,res metal ox 2w 3.6k ohm 5% axl,型号,rsmf2jt3k60,分类,氧化膜电阻器,生产厂家,sei,厂商地域,美国,封装形式,axial,温度范围,-55～235℃,温度特性,±200ppm/℃	,number of terminations,2	,composition,metal oxide film	,features,flame proof; safety,额定功耗,2W	,标称阻值,3.6kΩ	,封装尺寸,0.165 dia×0.433 l (4.20,阻值允许偏差,±5%		
名称,res metal ox 2w 300k ohm 5% axl,型号,rsmf2jt300k,分类,氧化膜电阻器,生产厂家,sei,厂商地域,美国,封装形式,axial,温度范围,-55～235℃,温度特性,±200ppm/℃	,number of terminations,2	,composition,metal oxide film	,features,flame proof; safety,额定功耗,2W	,标称阻值,300kΩ	,封装尺寸,0.165 dia×0.433 l (4.20,阻值允许偏差,±5%		
